4-1. 시도별 이동량,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,관내/외 합계,,,,,,,,,,,,,,,,,관내,,,,,,,,,,,,,,,,,관외,,,,,,,,,,,,,,,,
시도별,11_서울,21_부산,22_대구,23_인천,24_광주,25_대전,26_울산,29_세종,31_경기,32_강원,33_충북,34_충남,35_전북,36_전남,37_경북,38_경남,39_제주,11_서울,21_부산,22_대구,23_인천,24_광주,25_대전,26_울산,29_세종,31_경기,32_강원,33_충북,34_충남,35_전북,36_전남,37_경북,38_경남,39_제주,11_서울,21_부산,22_대구,23_인천,24_광주,25_대전,26_울산,29_세종,31_경기,32_강원,33_충북,34_충남,35_전북,36_전남,37_경북,38_경남,39_제주
2022.02.4주차,"21,105,574 ","7,357,393 ","5,028,557 ","5,737,568 ","3,139,533 ","3,035,553 ","2,367,692 ","548,915 ","24,524,394 ","3,310,214 ","3,091,585 ","4,010,390 ","3,657,368 ","3,531,901 ","5,205,251 ","6,431,584 ","1,704,777 ","13,422,275 ","4,902,973 ","3,444,450 ","4,110,886 ","2,228,624 ","2,096,196 ","1,675,053 ","404,735 ","17,341,668 ","2,417,084 ","2,167,820 ","2,900,963 ","2,799,914 ","2,612,571 ","3,840,629 ","4,818,750 ","1,092,004 ","7,683,299 ","2,454,420 ","1,584,107 ","1,626,682 ","910,909 ","939,357 ","692,639 ","144,180 ","7,182,726 ","893,130 ","923,765 ","1,109,427 ","857,454 ","919,330 ","1,364,622 ","1,612,834 ","612,773 "
2022.03.1주차,"21,170,489 ","7,349,165 ","5,127,003 ","5,798,331 ","3,169,083 ","3,110,983 ","2,357,058 ","555,372 ","24,811,196 ","3,199,611 ","3,142,309 ","4,084,498 ","3,690,782 ","3,484,870 ","5,220,367 ","6,394,783 ","1,513,803 ","13,772,122 ","4,994,398 ","3,547,927 ","4,189,153 ","2,262,223 ","2,144,193 ","1,691,782 ","411,705 ","17,715,953 ","2,447,734 ","2,203,805 ","2,949,623 ","2,841,681 ","2,635,262 ","3,909,266 ","4,850,938 ","1,105,890 ","7,398,367 ","2,354,767 ","1,579,076 ","1,609,178 ","906,860 ","966,790 ","665,276 ","143,667 ","7,095,243 ","751,877 ","938,504 ","1,134,875 ","849,101 ","849,608 ","1,311,101 ","1,543,845 ","407,913 "
2022.03.2주차,"21,089,287 ","7,228,030 ","5,074,459 ","5,765,544 ","3,160,991 ","3,098,754 ","2,334,834 ","549,847 ","24,714,963 ","3,074,768 ","3,123,109 ","4,054,097 ","3,659,737 ","3,470,433 ","5,144,516 ","6,299,748 ","1,481,313 ","13,700,746 ","4,948,113 ","3,518,632 ","4,166,883 ","2,254,952 ","2,137,982 ","1,681,389 ","408,611 ","17,643,882 ","2,417,752 ","2,190,682 ","2,936,503 ","2,827,577 ","2,619,889 ","3,871,807 ","4,799,632 ","1,088,824 ","7,388,541 ","2,279,917 ","1,555,827 ","1,598,661 ","906,039 ","960,772 ","653,445 ","141,236 ","7,071,081 ","657,016 ","932,427 ","1,117,594 ","832,160 ","850,544 ","1,272,709 ","1,500,116 ","392,489 "
2022.03.3주차,"21,228,338 ","7,298,998 ","5,071,082 ","5,773,783 ","3,179,000 ","3,089,459 ","2,324,972 ","549,042 ","24,631,128 ","3,040,781 ","3,103,145 ","4,025,733 ","3,644,558 ","3,460,767 ","5,074,724 ","6,291,044 ","1,489,010 ","13,629,590 ","4,949,895 ","3,512,203 ","4,157,711 ","2,249,484 ","2,124,937 ","1,672,756 ","408,152 ","17,547,544 ","2,408,852 ","2,179,614 ","2,921,666 ","2,819,377 ","2,610,403 ","3,851,330 ","4,785,666 ","1,082,922 ","7,598,748 ","2,349,103 ","1,558,879 ","1,616,072 ","929,516 ","964,522 ","652,216 ","140,890 ","7,083,584 ","631,929 ","923,531 ","1,104,067 ","825,181 ","850,364 ","1,223,394 ","1,505,378 ","406,088 "
2022.03.4주차,"21,521,084 ","7,511,035 ","5,136,028 ","5,836,083 ","3,211,423 ","3,120,419 ","2,377,459 ","557,567 ","24,970,700 ","3,130,359 ","3,165,663 ","4,105,807 ","3,696,085 ","3,532,702 ","5,258,434 ","6,445,964 ","1,548,238 ","13,635,602 ","4,993,192 ","3,513,010 ","4,157,374 ","2,258,789 ","2,129,441 ","1,681,680 ","408,394 ","17,566,412 ","2,430,783 ","2,186,425 ","2,931,330 ","2,825,915 ","2,615,471 ","3,890,363 ","4,824,776 ","1,099,405 ","7,885,482 ","2,517,843 ","1,623,018 ","1,678,709 ","952,634 ","990,978 ","695,779 ","149,173 ","7,404,288 ","699,576 ","979,238 ","1,174,477 ","870,170 ","917,231 ","1,368,071 ","1,621,188 ","448,833 "
2022.03.5주차,"22,023,657 ","7,694,130 ","5,272,068 ","5,980,059 ","3,279,327 ","3,172,800 ","2,466,056 ","564,211 ","25,590,422 ","3,270,022 ","3,243,944 ","4,248,048 ","3,820,000 ","3,718,289 ","5,478,017 ","6,763,645 ","1,635,283 ","13,843,846 ","5,070,719 ","3,575,606 ","4,226,858 ","2,294,780 ","2,161,348 ","1,723,200 ","414,218 ","17,839,546 ","2,491,180 ","2,220,120 ","2,977,795 ","2,885,332 ","2,679,085 ","3,970,366 ","4,935,823 ","1,147,147 ","8,179,811 ","2,623,411 ","1,696,462 ","1,753,201 ","984,547 ","1,011,452 ","742,856 ","149,993 ","7,750,876 ","778,842 ","1,023,824 ","1,270,253 ","934,668 ","1,039,204 ","1,507,651 ","1,827,822 ","488,136 "
2022.04.1주차,"22,738,635 ","7,853,767 ","5,355,497 ","6,119,714 ","3,328,712 ","3,236,355 ","2,519,711 ","570,505 ","26,184,146 ","3,405,454 ","3,353,635 ","4,374,434 ","3,957,624 ","3,828,128 ","5,645,398 ","6,863,808 ","1,717,292 ","14,158,476 ","5,181,519 ","3,651,426 ","4,327,027 ","2,352,755 ","2,220,793 ","1,770,323 ","428,915 ","18,239,788 ","2,589,048 ","2,291,134 ","3,066,110 ","2,987,716 ","2,777,911 ","4,104,015 ","5,068,486 ","1,184,062 ","8,580,159 ","2,672,248 ","1,704,071 ","1,792,687 ","975,957 ","1,015,562 ","749,388 ","141,590 ","7,944,358 ","816,406 ","1,062,501 ","1,308,324 ","969,908 ","1,050,217 ","1,541,383 ","1,795,322 ","533,230 "
2022.04.2주차,"22,505,803 ","7,756,362 ","5,317,906 ","6,124,762 ","3,334,004 ","3,190,248 ","2,488,276 ","566,267 ","26,154,071 ","3,416,351 ","3,323,098 ","4,360,288 ","3,923,694 ","3,780,451 ","5,514,981 ","6,784,771 ","1,720,209 ","14,022,588 ","5,129,738 ","3,625,440 ","4,306,947 ","2,354,690 ","2,197,527 ","1,753,393 ","425,454 ","18,130,964 ","2,580,632 ","2,280,628 ","3,052,900 ","2,971,059 ","2,762,571 ","4,061,227 ","5,036,119 ","1,173,441 ","8,483,215 ","2,626,624 ","1,692,466 ","1,817,815 ","979,314 ","992,721 ","734,883 ","140,813 ","8,023,107 ","835,719 ","1,042,470 ","1,307,388 ","952,635 ","1,017,880 ","1,453,754 ","1,748,652 ","546,768 "
2022.04.3주차,"22,836,324 ","7,892,400 ","5,411,824 ","6,179,655 ","3,374,038 ","3,242,770 ","2,533,250 ","573,189 ","26,490,033 ","3,503,582 ","3,391,033 ","4,424,377 ","3,991,114 ","3,847,056 ","5,627,838 ","6,875,899 ","1,766,848 ","14,106,044 ","5,163,110 ","3,653,259 ","4,325,989 ","2,355,510 ","2,214,268 ","1,768,511 ","427,562 ","18,219,443 ","2,605,158 ","2,301,730 ","3,072,419 ","2,999,856 ","2,788,282 ","4,092,293 ","5,065,472 ","1,188,945 ","8,730,280 ","2,729,290 ","1,758,565 ","1,853,666 ","1,018,528 ","1,028,502 ","764,739 ","145,627 ","8,270,590 ","898,424 ","1,089,303 ","1,351,958 ","991,258 ","1,058,774 ","1,535,545 ","1,810,427 ","577,903 "
2022.04.4주차,"23,145,901 ","7,956,404 ","5,443,240 ","6,246,823 ","3,405,432 ","3,274,981 ","2,537,270 ","569,778 ","26,702,563 ","3,537,664 ","3,409,458 ","4,472,363 ","4,021,568 ","3,838,894 ","5,626,295 ","6,924,996 ","1,748,538 ","14,113,980 ","5,157,479 ","3,649,100 ","4,334,967 ","2,359,381 ","2,217,999 ","1,767,875 ","420,195 ","18,249,424 ","2,603,747 ","2,303,773 ","3,083,235 ","3,006,089 ","2,787,266 ","4,094,358 ","5,074,785 ","1,186,384 ","9,031,921 ","2,798,925 ","1,794,140 ","1,911,856 ","1,046,051 ","1,056,982 ","769,395 ","149,583 ","8,453,139 ","933,917 ","1,105,685 ","1,389,128 ","1,015,479 ","1,051,628 ","1,531,937 ","1,850,211 ","562,154 "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-2. 시도별 이동량 증감률(전년동기간대비),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,관내/외 합계,,,,,,,,,,,,,,,,,관내,,,,,,,,,,,,,,,,,관외,,,,,,,,,,,,,,,,
,11_서울,21_부산,22_대구,23_인천,24_광주,25_대전,26_울산,29_세종,31_경기,32_강원,33_충북,34_충남,35_전북,36_전남,37_경북,38_경남,39_제주,11_서울,21_부산,22_대구,23_인천,24_광주,25_대전,26_울산,29_세종,31_경기,32_강원,33_충북,34_충남,35_전북,36_전남,37_경북,38_경남,39_제주,11_서울,21_부산,22_대구,23_인천,24_광주,25_대전,26_울산,29_세종,31_경기,32_강원,33_충북,34_충남,35_전북,36_전남,37_경북,38_경남,39_제주
2020.01.1주차,0.9 ,8.7 ,2.9 ,0.0 ,0.6 ,-0.4 ,3.7 ,8.5 ,0.9 ,6.1 ,2.7 ,0.6 ,-1.1 ,5.9 ,3.4 ,6.8 ,3.5 ,-2.0 ,5.3 ,0.6 ,-3.0 ,-2.7 ,-2.8 ,0.6 ,0.2 ,-2.4 ,0.7 ,0.0 ,-2.1 ,-2.8 ,1.2 ,0.0 ,3.6 ,-3.8 ,5.4 ,14.8 ,7.3 ,6.8 ,8.1 ,4.7 ,11.0 ,34.0 ,8.6 ,18.2 ,9.2 ,7.6 ,3.8 ,19.6 ,12.9 ,16.1 ,24.1 
2020.01.2주차,-2.7 ,4.3 ,-0.8 ,-3.9 ,-1.6 ,-4.0 ,0.5 ,5.3 ,-1.9 ,1.2 ,-0.7 ,-2.3 ,-5.1 ,0.8 ,-0.1 ,3.3 ,1.0 ,-5.5 ,2.3 ,-2.8 ,-7.2 ,-4.7 ,-6.6 ,-1.9 ,-4.5 ,-6.1 ,-2.5 ,-3.8 ,-5.6 ,-6.9 ,-2.4 ,-2.8 ,0.4 ,-5.7 ,1.4 ,7.9 ,3.2 ,3.7 ,5.6 ,1.4 ,6.1 ,35.2 ,7.9 ,11.7 ,6.4 ,6.5 ,0.3 ,11.0 ,8.3 ,12.4 ,21.6 
2020.01.3주차,-2.7 ,1.8 ,-1.8 ,-3.6 ,-1.0 ,-3.2 ,0.3 ,6.6 ,-1.4 ,-0.3 ,0.1 ,-2.0 ,-3.4 ,2.3 ,-0.6 ,2.6 ,2.2 ,-6.0 ,0.0 ,-4.3 ,-7.3 ,-4.6 ,-6.3 ,-2.2 ,-4.5 ,-6.1 ,-2.4 ,-3.7 ,-5.4 ,-6.1 ,-1.9 ,-3.0 ,-0.5 ,-3.2 ,2.2 ,5.2 ,3.2 ,4.7 ,7.2 ,3.0 ,6.6 ,40.2 ,9.7 ,5.1 ,9.0 ,7.4 ,5.3 ,15.7 ,6.9 ,12.0 ,17.6 
2020.01.4주차,-11.2 ,-0.4 ,-1.5 ,-5.4 ,-2.3 ,-6.1 ,-2.4 ,1.4 ,-4.9 ,7.7 ,7.3 ,5.7 ,6.0 ,16.2 ,9.6 ,6.7 ,-2.2 ,-12.5 ,-6.3 ,-8.4 ,-12.0 ,-10.0 ,-11.9 ,-8.3 ,-14.5 ,-12.4 ,-5.7 ,-7.3 ,-10.4 ,-8.9 ,-4.6 ,-6.6 ,-5.9 ,-5.5 ,-9.3 ,10.5 ,12.1 ,9.6 ,15.2 ,5.7 ,12.1 ,50.4 ,12.5 ,44.7 ,41.7 ,49.5 ,54.0 ,83.1 ,60.7 ,46.0 ,7.3 
2020.01.5주차,-6.5 ,-4.6 ,-5.8 ,-6.0 ,-4.6 ,-5.9 ,-3.8 ,2.8 ,-4.1 ,-0.3 ,-3.5 ,-6.5 ,-7.9 ,-4.3 ,-3.9 ,-1.7 ,-4.2 ,-4.0 ,-2.8 ,-4.3 ,-5.6 ,-3.4 ,-5.0 ,-2.7 ,-3.0 ,-4.7 ,-2.8 ,-3.1 ,-5.7 ,-5.9 ,-2.5 ,-3.9 ,-1.9 ,-3.9 ,-10.2 ,-7.9 ,-8.6 ,-7.0 ,-6.9 ,-7.7 ,-6.2 ,19.6 ,-2.6 ,7.0 ,-4.5 ,-8.4 ,-13.4 ,-8.9 ,-3.9 ,-1.1 ,-5.1 
2020.02.1주차,12.7 ,4.7 ,4.2 ,4.1 ,-0.2 ,8.0 ,11.2 ,15.1 ,6.4 ,-7.5 ,-1.0 ,-5.0 ,-5.6 ,-8.9 ,-4.3 ,2.4 ,-5.0 ,12.5 ,12.9 ,12.5 ,10.7 ,9.0 ,13.4 ,16.5 ,24.6 ,11.9 ,12.2 ,12.2 ,12.5 ,11.4 ,10.8 ,13.2 ,16.1 ,7.2 ,12.9 ,-8.4 ,-9.8 ,-9.2 ,-17.7 ,-2.1 ,0.0 ,-7.2 ,-5.1 ,-42.4 ,-23.2 ,-34.7 ,-38.1 ,-42.4 ,-35.8 ,-25.5 ,-37.1 
2020.02.2주차,-5.8 ,-2.2 ,-1.6 ,-4.3 ,-6.9 ,-2.7 ,-0.6 ,3.1 ,-3.7 ,-1.6 ,-0.9 ,-3.0 ,-3.4 ,-0.6 ,-0.2 ,1.1 ,-10.9 ,-2.7 ,0.0 ,-0.3 ,-2.6 ,-4.6 ,-2.0 ,-0.6 ,1.5 ,-2.9 ,-1.5 ,-1.0 ,-3.0 ,-2.3 ,-1.8 ,-1.1 ,1.1 ,-3.5 ,-10.3 ,-6.1 ,-4.3 ,-8.0 ,-12.0 ,-4.0 ,-0.6 ,7.9 ,-5.6 ,-2.1 ,-0.8 ,-3.2 ,-7.1 ,3.2 ,2.9 ,1.1 ,-32.8 
2020.02.3주차,-7.1 ,-5.5 ,-16.8 ,-5.3 ,-7.6 ,-6.2 ,-2.7 ,1.2 ,-4.5 ,-5.6 ,-3.6 ,-5.1 ,-6.5 ,-1.8 ,-8.6 ,-1.9 ,-9.4 ,-2.4 ,-0.1 ,-8.2 ,-2.4 ,-4.2 ,-3.2 ,-0.9 ,1.1 ,-2.7 ,-2.8 ,-1.5 ,-3.1 ,-2.9 ,-1.7 ,-5.0 ,0.1 ,-4.9 ,-13.8 ,-14.9 ,-33.5 ,-11.7 ,-15.1 ,-12.1 ,-6.9 ,1.5 ,-8.7 ,-13.8 ,-8.5 ,-10.3 ,-17.1 ,-2.1 ,-19.1 ,-7.9 ,-22.0 
2020.02.4주차,-14.1 ,-18.8 ,-26.6 ,-11.4 ,-11.9 ,-15.2 ,-14.1 ,-5.1 ,-10.9 ,-22.3 ,-12.1 ,-14.4 ,-12.1 ,-10.2 ,-21.0 ,-13.0 ,-19.5 ,-6.7 ,-7.3 ,-13.8 ,-5.8 ,-6.7 ,-7.8 ,-7.9 ,-2.3 ,-6.3 ,-8.1 ,-5.5 ,-6.4 ,-5.1 ,-3.7 ,-11.5 ,-5.8 ,-8.1 ,-25.1 ,-38.6 ,-50.8 ,-23.3 ,-23.4 ,-29.7 ,-28.1 ,-12.7 ,-20.8 ,-52.0 ,-26.1 ,-32.4 ,-31.0 ,-26.4 ,-45.0 ,-31.8 ,-49.5 
2020.03.1주차,-20.5 ,-20.4 ,-28.4 ,-14.8 ,-17.1 ,-19.3 ,-17.1 ,-8.5 ,-14.3 ,-14.1 ,-13.3 ,-15.1 ,-12.6 ,-9.7 ,-19.3 ,-12.7 ,-17.6 ,-13.0 ,-13.2 ,-18.2 ,-11.3 ,-13.2 ,-13.9 ,-14.0 ,-9.5 ,-11.5 ,-14.1 ,-10.7 ,-12.5 ,-11.5 ,-10.4 ,-15.9 ,-10.7 ,-12.9 ,-31.5 ,-33.9 ,-48.9 ,-22.7 ,-26.0 ,-30.3 ,-24.8 ,-5.4 ,-20.8 ,-14.0 ,-19.3 ,-22.3 ,-16.3 ,-7.6 ,-30.4 ,-18.7 ,-34.6 
2020.03.2주차,-17.6 ,-15.3 ,-24.5 ,-13.0 ,-12.8 ,-14.7 ,-13.4 ,-10.1 ,-11.4 ,-9.1 ,-9.5 ,-12.1 ,-8.9 ,-7.3 ,-15.5 ,-9.9 ,-15.6 ,-10.4 ,-8.8 ,-15.0 ,-9.1 ,-9.7 ,-10.3 ,-10.1 ,-9.2 ,-8.9 ,-10.0 ,-7.5 ,-9.6 ,-7.9 ,-7.3 ,-11.7 ,-7.7 ,-10.1 ,-28.1 ,-27.2 ,-43.4 ,-21.5 ,-19.9 ,-23.8 ,-21.1 ,-12.9 ,-16.9 ,-5.8 ,-14.2 ,-18.4 ,-12.4 ,-7.3 ,-27.1 ,-16.3 ,-34.1 
2020.03.3주차,-16.4 ,-13.4 ,-21.6 ,-11.2 ,-10.5 ,-12.4 ,-11.6 ,-7.7 ,-10.3 ,-7.3 ,-7.7 ,-9.9 ,-7.4 ,-4.3 ,-12.6 ,-7.6 ,-14.6 ,-10.2 ,-8.1 ,-13.6 ,-8.6 ,-7.9 ,-9.5 ,-9.4 ,-7.8 ,-8.8 ,-9.0 ,-6.9 ,-8.6 ,-7.0 ,-5.5 ,-10.3 ,-6.4 ,-8.2 ,-25.7 ,-23.1 ,-37.6 ,-17.2 ,-16.5 ,-18.6 ,-17.0 ,-7.3 ,-13.8 ,-0.9 ,-9.6 ,-13.3 ,-8.5 ,-0.7 ,-19.4 ,-10.9 ,-34.5 
2020.03.4주차,-15.8 ,-13.6 ,-20.9 ,-11.8 ,-11.2 ,-13.2 ,-12.6 ,-7.4 ,-10.0 ,-7.5 ,-8.0 ,-9.5 ,-8.0 ,-8.6 ,-13.4 ,-9.2 ,-20.5 ,-9.8 ,-7.7 ,-13.1 ,-9.9 ,-8.3 ,-9.9 ,-9.5 ,-7.7 ,-8.6 ,-8.6 ,-7.0 ,-8.5 ,-7.0 ,-7.1 ,-10.0 ,-6.3 ,-11.0 ,-24.5 ,-24.2 ,-36.0 ,-16.2 ,-17.5 ,-20.0 ,-19.9 ,-6.8 ,-13.2 ,-3.3 ,-10.2 ,-11.9 ,-11.1 ,-12.7 ,-23.1 ,-17.1 ,-47.5 
2020.04.1주차,-15.9 ,-10.6 ,-17.8 ,-11.9 ,-9.1 ,-12.5 ,-9.2 ,-4.5 ,-10.2 ,-7.5 ,-8.8 ,-9.7 ,-6.8 ,-6.8 ,-11.6 ,-8.8 ,-18.9 ,-8.9 ,-4.4 ,-10.5 ,-8.3 ,-5.1 ,-8.4 ,-6.4 ,-3.8 ,-7.8 ,-7.9 ,-5.9 ,-7.2 ,-4.1 ,-4.0 ,-7.6 ,-5.3 ,-6.8 ,-26.0 ,-21.7 ,-32.0 ,-19.9 ,-17.8 ,-20.6 ,-15.9 ,-6.4 ,-15.6 ,-6.1 ,-14.7 ,-15.5 ,-14.5 ,-13.9 ,-22.2 ,-18.2 ,-51.5 
2020.04.2주차,-14.6 ,-10.4 ,-15.5 ,-11.1 ,-8.3 ,-11.3 ,-8.9 ,-3.5 ,-9.2 ,-7.8 ,-8.5 ,-8.9 ,-9.0 ,-9.1 ,-9.9 ,-9.6 ,-20.4 ,-8.2 ,-4.4 ,-9.6 ,-7.6 ,-4.8 ,-7.9 ,-6.3 ,-3.4 ,-7.4 ,-7.1 ,-5.5 ,-6.6 ,-6.0 ,-5.5 ,-6.6 ,-6.2 ,-7.8 ,-23.9 ,-21.2 ,-27.3 ,-18.9 ,-16.3 ,-18.4 ,-15.1 ,-4.0 ,-13.2 ,-10.3 ,-14.6 ,-14.4 ,-17.7 ,-18.6 ,-19.5 ,-19.0 ,-55.0 
2020.04.3주차,-15.4 ,-11.0 ,-15.1 ,-11.7 ,-9.1 ,-11.7 ,-10.3 ,-4.3 ,-9.4 ,-9.2 ,-9.3 ,-10.4 ,-11.0 ,-10.3 ,-12.1 ,-10.0 ,-20.5 ,-8.6 ,-5.7 ,-9.8 ,-7.8 ,-5.6 ,-8.5 ,-7.8 ,-4.0 ,-7.3 ,-8.7 ,-7.0 ,-8.0 ,-8.3 ,-7.4 ,-9.1 ,-7.4 ,-9.9 ,-25.3 ,-20.5 ,-25.5 ,-19.9 ,-16.9 ,-18.3 ,-16.2 ,-5.2 ,-13.8 ,-11.2 ,-14.1 ,-15.9 ,-18.8 ,-18.0 ,-20.5 ,-17.6 ,-50.1 
2020.04.4주차,-11.5 ,-5.4 ,-10.8 ,-9.5 ,-7.2 ,-9.5 ,-7.4 ,-4.0 ,-7.8 ,-7.8 ,-8.2 ,-9.1 ,-7.3 ,-7.2 ,-8.5 ,-6.5 ,-16.5 ,-6.4 ,-1.5 ,-7.0 ,-6.6 ,-4.7 ,-7.1 ,-6.3 ,-4.3 ,-6.0 ,-6.0 ,-5.9 ,-6.8 ,-4.6 ,-5.2 ,-6.6 ,-4.9 ,-6.9 ,-18.9 ,-12.5 ,-18.2 ,-16.1 ,-12.7 ,-14.2 ,-10.1 ,-3.1 ,-11.6 ,-13.5 ,-13.0 ,-14.4 ,-14.8 ,-12.3 ,-13.7 ,-11.1 ,-43.0 
2020.04.5주차,-12.4 ,-5.4 ,-8.9 ,-8.7 ,-4.8 ,-9.1 ,-7.0 ,-3.3 ,-6.7 ,2.3 ,-5.5 ,-3.9 ,-4.0 ,-1.1 ,-5.4 ,-4.1 ,-9.6 ,-5.8 ,-1.0 ,-3.9 ,-6.1 ,-2.8 ,-6.8 ,-6.2 ,-4.1 ,-5.4 ,-5.6 ,-5.9 ,-6.8 ,-4.9 ,-5.0 ,-5.9 ,-4.7 ,-6.6 ,-21.9 ,-12.9 ,-17.9 ,-13.9 ,-9.0 ,-13.7 ,-9.0 ,-1.2 ,-9.3 ,19.9 ,-4.7 ,1.8 ,-2.1 ,7.0 ,-4.2 ,-2.5 ,-16.9 
2020.05.1주차,-9.8 ,-5.4 ,-8.4 ,-7.2 ,-2.8 ,-7.4 ,-5.3 ,-2.3 ,-5.4 ,-7.9 ,-7.6 ,-7.9 ,-6.4 ,-4.9 ,-7.4 ,-5.8 ,-13.3 ,-2.9 ,0.7 ,-3.5 ,-2.7 ,0.6 ,-4.1 ,-2.4 ,-0.2 ,-2.2 ,-3.2 ,-3.5 ,-3.7 ,-2.4 ,-1.4 ,-3.7 ,-2.2 ,-5.1 ,-19.6 ,-15.7 ,-17.3 ,-16.2 ,-9.8 ,-13.8 ,-11.8 ,-8.0 ,-11.8 ,-19.6 ,-15.1 ,-16.2 ,-16.2 ,-13.0 ,-16.2 ,-14.6 ,-35.6 
2020.05.2주차,-10.6 ,-4.4 ,-8.9 ,-9.4 ,-2.9 ,-7.9 ,-4.7 ,-2.2 ,-6.3 ,-8.1 ,-6.3 ,-6.6 ,-5.3 ,-2.6 ,-5.3 ,-3.6 ,-12.8 ,-5.1 ,-0.7 ,-6.0 ,-5.8 ,-0.9 ,-6.1 ,-3.6 ,-2.8 ,-4.6 ,-5.7 ,-4.8 ,-5.3 ,-4.2 ,-2.7 ,-4.5 ,-3.3 ,-5.8 ,-18.6 ,-11.1 ,-14.5 ,-17.3 ,-7.1 ,-11.5 ,-7.1 ,-0.4 ,-10.0 ,-15.2 ,-9.5 ,-9.6 ,-8.5 ,-2.2 ,-7.5 ,-4.7 ,-32.3 
2020.05.3주차,-10.7 ,-5.9 ,-9.5 ,-10.4 ,-4.9 ,-8.3 ,-6.4 ,-4.6 ,-6.9 ,-7.2 ,-7.5 ,-6.8 ,-7.8 ,-5.4 ,-5.3 ,-4.7 ,-12.0 ,-5.5 ,-2.2 ,-6.8 ,-6.6 ,-3.2 ,-7.0 ,-5.2 ,-5.4 ,-5.3 ,-6.1 ,-5.7 ,-6.4 ,-6.2 ,-5.3 ,-5.1 ,-4.4 ,-7.1 ,-18.1 ,-12.5 ,-14.8 ,-18.7 ,-8.7 ,-10.8 ,-9.0 ,-2.6 ,-10.3 ,-10.5 ,-11.2 ,-7.9 ,-12.3 ,-5.8 ,-5.9 ,-5.5 ,-25.4 
2020.05.4주차,-9.4 ,-4.5 ,-8.8 ,-9.9 ,-5.1 ,-7.1 ,-4.3 ,-2.6 ,-5.7 ,-3.5 ,-5.2 ,-4.4 ,-3.8 ,-1.5 ,-4.6 ,-3.1 ,-9.4 ,-5.1 ,-1.6 ,-6.7 ,-6.5 ,-4.1 ,-6.4 ,-4.3 ,-4.7 ,-5.1 ,-4.8 ,-4.9 ,-5.4 ,-4.1 ,-3.6 ,-5.1 ,-3.8 ,-6.1 ,-15.6 ,-9.6 ,-12.9 ,-17.1 ,-7.2 ,-8.5 ,-4.5 ,3.9 ,-7.1 ,0.7 ,-5.8 ,-2.1 ,-2.8 ,4.4 ,-3.4 ,-1.2 ,-19.0 
2020.06.1주차,-6.8 ,-3.6 ,-7.5 ,-9.2 ,-3.6 ,-5.4 ,-2.7 ,-1.0 ,-4.6 ,-6.6 ,-5.0 ,-4.7 ,-2.5 ,-2.2 ,-5.1 ,-2.7 ,-9.8 ,-2.2 ,0.8 ,-4.1 ,-4.7 ,-1.5 ,-3.3 ,-1.3 ,0.0 ,-2.5 ,-1.0 ,-0.8 ,-2.2 ,0.0 ,-0.2 ,-2.4 ,-0.8 ,-3.1 ,-13.8 ,-11.4 ,-14.1 ,-18.9 ,-8.2 ,-9.6 ,-6.1 ,-3.8 ,-9.1 ,-18.9 ,-13.0 ,-9.9 ,-9.4 ,-7.2 ,-12.1 ,-7.9 ,-26.9 
2020.06.2주차,-8.1 ,-3.1 ,-6.3 ,-7.9 ,-2.1 ,-5.3 ,-2.8 ,-3.1 ,-4.4 ,-1.1 ,-4.8 ,-5.0 ,-1.5 ,-1.3 ,-4.3 ,-3.0 ,-10.0 ,-3.7 ,-0.2 ,-4.5 ,-5.1 ,-1.6 ,-4.6 ,-2.4 ,-3.3 ,-3.7 ,-2.2 ,-2.3 ,-4.1 ,-0.6 ,-1.0 ,-3.5 ,-2.1 ,-5.0 ,-14.6 ,-8.6 ,-9.9 ,-14.1 ,-3.2 ,-6.8 ,-3.7 ,-2.4 ,-5.8 ,2.2 ,-9.9 ,-7.3 ,-4.3 ,-2.0 ,-6.7 ,-5.8 ,-24.4 
2020.06.3주차,-7.6 ,-2.8 ,-6.0 ,-7.0 ,-2.7 ,-8.6 ,-3.2 ,-3.3 ,-4.3 ,0.9 ,-3.0 ,-3.2 ,-1.1 ,-0.4 ,-3.1 ,-2.2 ,-7.2 ,-4.0 ,-0.6 ,-4.7 ,-4.9 ,-2.3 ,-6.3 ,-3.3 ,-4.4 ,-4.0 ,-2.1 ,-2.7 ,-3.8 ,-1.1 ,-2.0 ,-3.8 ,-2.7 ,-4.6 ,-12.9 ,-6.8 ,-8.7 ,-11.7 ,-3.9 ,-13.3 ,-3.1 ,0.1 ,-4.9 ,9.5 ,-3.6 ,-1.9 ,-1.0 ,4.1 ,-1.4 ,-0.8 ,-14.7 
